flight_date,flight_status,dep_iata,dep_icao,dep_airport,dep_scheduled,dep_estimated,dep_actual,dep_delay,arr_iata,arr_icao,arr_airport,arr_scheduled,arr_estimated,arr_actual,arr_delay,airline_name,flight_number,flight_iata,flight_icao,collected_at
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:23:00+00:00,24.0,MLA,LMML,Malta International,2025-10-27T08:30:00+00:00,2025-10-27T08:30:00+00:00,,,IndiGo,4233,6E4233,IGO4233,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:23:00+00:00,24.0,MLA,LMML,Malta International,2025-10-27T08:30:00+00:00,2025-10-27T08:30:00+00:00,,,Air Malta,2961,KM2961,AMC2961,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:23:00+00:00,24.0,MLA,LMML,Malta International,2025-10-27T08:30:00+00:00,2025-10-27T08:30:00+00:00,,,Turkish Airlines,1369,TK1369,THY1369,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Royal Air Maroc,9429,AT9429,RAM9429,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Air Serbia,8035,JU8035,ASL8035,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Malaysia Airlines,4278,MH4278,MAS4278,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,ANA,9671,NH9671,ANA9671,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:00:00+00:00,2025-10-27T08:00:00+00:00,2025-10-27T08:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T09:10:00+00:00,2025-10-27T08:52:00+00:00,2025-10-27T08:57:00+00:00,,Turkish Airlines,2312,TK2312,THY2312,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,IndiGo,4025,6E4025,IGO4025,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,Uzbekistan Airways,7239,HY7239,UZB7239,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,Pakistan International Airlines,5179,PK5179,PIA5179,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:05:00+00:00,2025-10-27T08:05:00+00:00,2025-10-27T08:45:00+00:00,41.0,LAX,KLAX,Los Angeles International,2025-10-27T12:10:00+00:00,2025-10-27T11:59:00+00:00,,,Thai Airways International,7551,TG7551,THA7551,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,IndiGo,4197,6E4197,IGO4197,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,Royal Jordanian,3736,RJ3736,RJA3736,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,Thai Airways International,9134,TG9134,THA9134,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:30:00+00:00,21.0,BUD,LHBP,Liszt Ferenc International,2025-10-27T08:15:00+00:00,2025-10-27T08:06:00+00:00,,,Turkish Airlines,1035,TK1035,THY1035,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:50:00+00:00,41.0,WAW,EPWA,Frederic Chopin,2025-10-27T08:40:00+00:00,2025-10-27T08:53:00+00:00,,13.0,LOT - Polish Airlines,4508,LO4508,LOT4508,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:50:00+00:00,41.0,WAW,EPWA,Frederic Chopin,2025-10-27T08:40:00+00:00,2025-10-27T08:53:00+00:00,,13.0,Turkish Airlines,1265,TK1265,THY1265,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,2025-10-27T08:31:00+00:00,21.0,CTA,LICC,Fontanarossa,2025-10-27T08:35:00+00:00,2025-10-27T08:28:00+00:00,,,Turkish Airlines,1393,TK1393,THY1393,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,,10.0,VIE,LOWW,Vienna International,2025-10-27T08:25:00+00:00,,,,IndiGo,4107,6E4107,IGO4107,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,,10.0,VIE,LOWW,Vienna International,2025-10-27T08:25:00+00:00,,,,AZAL Azerbaijan Airlines,6883,J26883,AHY6883,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,,10.0,VIE,LOWW,Vienna International,2025-10-27T08:25:00+00:00,,,,Miat - Mongolian Airlines,1139,OM1139,MGL1139,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,,10.0,VIE,LOWW,Vienna International,2025-10-27T08:25:00+00:00,,,,Thai Airways International,9050,TG9050,THA9050,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:10:00+00:00,,10.0,VIE,LOWW,Vienna International,2025-10-27T08:25:00+00:00,,,,Turkish Airlines,1883,TK1883,THY1883,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:20:00+00:00,2025-10-27T08:20:00+00:00,2025-10-27T08:48:00+00:00,29.0,ZAG,LDZA,Franjo Tudman International Airport,2025-10-27T08:30:00+00:00,2025-10-27T08:36:00+00:00,,6.0,Croatia Airlines,5351,OU5351,CTN5351,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:20:00+00:00,2025-10-27T08:20:00+00:00,2025-10-27T08:48:00+00:00,29.0,ZAG,LDZA,Franjo Tudman International Airport,2025-10-27T08:30:00+00:00,2025-10-27T08:36:00+00:00,,6.0,Turkish Airlines,1053,TK1053,THY1053,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:20:00+00:00,2025-10-27T08:20:00+00:00,2025-10-27T08:32:00+00:00,12.0,BEG,LYBE,Belgrade Nikola Tesla,2025-10-27T08:10:00+00:00,2025-10-27T07:49:00+00:00,,,IndiGo,4341,6E4341,IGO4341,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:20:00+00:00,2025-10-27T08:20:00+00:00,2025-10-27T08:32:00+00:00,12.0,BEG,LYBE,Belgrade Nikola Tesla,2025-10-27T08:10:00+00:00,2025-10-27T07:49:00+00:00,,,Air Serbia,8002,JU8002,ASL8002,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:20:00+00:00,2025-10-27T08:20:00+00:00,2025-10-27T08:32:00+00:00,12.0,BEG,LYBE,Belgrade Nikola Tesla,2025-10-27T08:10:00+00:00,2025-10-27T07:49:00+00:00,,,Turkish Airlines,1081,TK1081,THY1081,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:20:00+00:00,2025-10-27T08:20:00+00:00,2025-10-27T08:35:00+00:00,15.0,TGD,LYPG,Golubovci,2025-10-27T08:10:00+00:00,2025-10-27T07:58:00+00:00,,,Turkish Airlines,1085,TK1085,THY1085,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T09:14:00+00:00,49.0,OTP,LROP,Henri Coanda International,2025-10-27T08:45:00+00:00,,,,TAROM,9164,RO9164,ROT9164,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T09:14:00+00:00,49.0,OTP,LROP,Henri Coanda International,2025-10-27T08:45:00+00:00,,,,Turkish Airlines,1043,TK1043,THY1043,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T08:36:00+00:00,11.0,ATH,LGAV,"Athens International Airport ""Eleftherios Venizelos""",2025-10-27T09:00:00+00:00,2025-10-27T08:41:00+00:00,,,Sichuan Airlines,7223,3U7223,CSC7223,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T08:36:00+00:00,11.0,ATH,LGAV,"Athens International Airport ""Eleftherios Venizelos""",2025-10-27T09:00:00+00:00,2025-10-27T08:41:00+00:00,,,IndiGo,4195,6E4195,IGO4195,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T08:36:00+00:00,11.0,ATH,LGAV,"Athens International Airport ""Eleftherios Venizelos""",2025-10-27T09:00:00+00:00,2025-10-27T08:41:00+00:00,,,Aegean Airlines,3155,A33155,AEE3155,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T08:36:00+00:00,11.0,ATH,LGAV,"Athens International Airport ""Eleftherios Venizelos""",2025-10-27T09:00:00+00:00,2025-10-27T08:41:00+00:00,,,Pakistan International Airlines,5843,PK5843,PIA5843,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T08:36:00+00:00,11.0,ATH,LGAV,"Athens International Airport ""Eleftherios Venizelos""",2025-10-27T09:00:00+00:00,2025-10-27T08:41:00+00:00,,,Thai Airways International,9136,TG9136,THA9136,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:25:00+00:00,2025-10-27T08:25:00+00:00,2025-10-27T08:36:00+00:00,11.0,ATH,LGAV,"Athens International Airport ""Eleftherios Venizelos""",2025-10-27T09:00:00+00:00,2025-10-27T08:41:00+00:00,,,Turkish Airlines,1843,TK1843,THY1843,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:30:00+00:00,2025-10-27T08:30:00+00:00,2025-10-27T08:48:00+00:00,19.0,BRI,LIBD,Palese,2025-10-27T08:35:00+00:00,2025-10-27T08:28:00+00:00,,,Turkish Airlines,1445,TK1445,THY1445,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T08:35:00+00:00,2025-10-27T08:35:00+00:00,2025-10-27T09:02:00+00:00,28.0,RMO,LUKK,International Airport Chisinau,2025-10-27T09:05:00+00:00,2025-10-27T09:06:00+00:00,,1.0,Turkish Airlines,269,TK269,THY269,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,20.0,DUS,EDDL,Düsseldorf International Airport,2025-10-27T17:10:00+00:00,,,,Turkish Airlines,1527,TK1527,THY1527,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,10.0,HAJ,EDDV,Hanover Airport,2025-10-27T17:10:00+00:00,,,,Malaysia Airlines,4331,MH4331,MAS4331,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,10.0,HAJ,EDDV,Hanover Airport,2025-10-27T17:10:00+00:00,,,,Turkish Airlines,1555,TK1555,THY1555,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,58.0,RIX,EVRA,Riga International,2025-10-27T18:05:00+00:00,,,,Air Baltic,7443,BT7443,BTI7443,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,58.0,RIX,EVRA,Riga International,2025-10-27T18:05:00+00:00,,,,Turkish Airlines,1775,TK1775,THY1775,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,65.0,CPH,EKCH,Kastrup,2025-10-27T17:15:00+00:00,,,,IndiGo,4155,6E4155,IGO4155,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,65.0,CPH,EKCH,Kastrup,2025-10-27T17:15:00+00:00,,,,Gulf Air,6007,GF6007,GFA6007,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,65.0,CPH,EKCH,Kastrup,2025-10-27T17:15:00+00:00,,,,Pakistan International Airlines,5785,PK5785,PIA5785,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,65.0,CPH,EKCH,Kastrup,2025-10-27T17:15:00+00:00,,,,Oman Air,5751,WY5751,OMA5751,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,65.0,CPH,EKCH,Kastrup,2025-10-27T17:15:00+00:00,,,,Turkish Airlines,1785,TK1785,THY1785,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,45.0,MAN,EGCC,Manchester Airport,2025-10-27T17:25:00+00:00,,,,easyJet,2152,U22152,EZY2152,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,25.0,ESB,LTAC,Esenboga International,2025-10-27T16:53:00+00:00,,,,Turkish Airlines,,TK,THY,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,30.0,ESB,LTAC,Esenboga International,2025-10-27T16:53:00+00:00,,,,Air Serbia,8176,JU8176,ASL8176,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,30.0,ESB,LTAC,Esenboga International,2025-10-27T16:53:00+00:00,,,,LOT - Polish Airlines,4601,LO4601,LOT4601,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,30.0,ESB,LTAC,Esenboga International,2025-10-27T16:53:00+00:00,,,,Thai Airways International,9302,TG9302,THA9302,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,30.0,ESB,LTAC,Esenboga International,2025-10-27T16:53:00+00:00,,,,TAP Air Portugal,8834,TP8834,TAP8834,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:50:00+00:00,2025-10-27T15:50:00+00:00,,30.0,ESB,LTAC,Esenboga International,2025-10-27T16:53:00+00:00,,,,Turkish Airlines,2162,TK2162,THY2162,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:55:00+00:00,2025-10-27T15:55:00+00:00,,30.0,BSL,LFSB,Euroairport Swiss,2025-10-27T17:10:00+00:00,,,,IndiGo,4133,6E4133,IGO4133,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T15:55:00+00:00,2025-10-27T15:55:00+00:00,,30.0,BSL,LFSB,Euroairport Swiss,2025-10-27T17:10:00+00:00,,,,Turkish Airlines,1925,TK1925,THY1925,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T16:00:00+00:00,2025-10-27T16:00:00+00:00,,,RIX,EVRA,Riga International,2025-10-27T18:10:00+00:00,,,,Turkish Airlines,9497,TK9497,THY9497,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T16:00:00+00:00,2025-10-27T16:00:00+00:00,,,RIX,EVRA,Riga International,2025-10-27T18:10:00+00:00,,,,Air Baltic,712,BT712,BTI712,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T16:00:00+00:00,2025-10-27T16:00:00+00:00,,,HAM,EDDH,Hamburg Airport,2025-10-27T17:25:00+00:00,,,,Thai Airways International,9070,TG9070,THA9070,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T16:00:00+00:00,2025-10-27T16:00:00+00:00,,,HAM,EDDH,Hamburg Airport,2025-10-27T17:25:00+00:00,,,,Turkish Airlines,1663,TK1663,THY1663,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T21:20:00+00:00,2025-10-27T21:20:00+00:00,,35.0,MJI,HLLM,Mitiga,2025-10-28T00:01:00+00:00,,,,Buraq Air,,UZ,BRQ,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T21:20:00+00:00,2025-10-27T21:20:00+00:00,2025-10-27T21:48:00+00:00,28.0,MJI,HLLM,Mitiga,2025-10-28T00:01:00+00:00,2025-10-28T00:01:00+00:00,,,Buraq Air,503,UZ503,BRQ503,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T21:25:00+00:00,2025-10-27T21:25:00+00:00,,35.0,BEY,OLBA,Beirut Rafic Hariri Airport,2025-10-27T22:20:00+00:00,,,,Turkish Airlines,8168,TK8168,THY8168,2025-10-27 20:33:00
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T21:25:00+00:00,2025-10-27T21:25:00+00:00,,35.0,BEY,OLBA,Beirut Rafic Hariri Airport,2025-10-27T22:20:00+00:00,,,,Middle East Airlines,268,ME268,MEA268,2025-10-27 20:33:00
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:50:00+00:00,2025-10-28T01:50:00+00:00,,,CGN,EDDK,Cologne/bonn,2025-10-28T04:00:00+00:00,,,,Chrono Aviation,600,MB600,NDL600,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:25:00+00:00,2025-10-28T01:25:00+00:00,,,HBE,HEBA,Borg el Arab,2025-10-28T03:40:00+00:00,,,,EgyptAir,9296,MS9296,MSR9296,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:25:00+00:00,2025-10-28T01:25:00+00:00,,,HBE,HEBA,Borg el Arab,2025-10-28T03:40:00+00:00,,,,Thai Airways International,7564,TG7564,THA7564,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:25:00+00:00,2025-10-28T01:25:00+00:00,,,HBE,HEBA,Borg el Arab,2025-10-28T03:40:00+00:00,,,,Turkish Airlines,696,TK696,THY696,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:05:00+00:00,2025-10-28T02:05:00+00:00,,25.0,GYD,UBBB,Heydar Aliyev International (Bina International),2025-10-28T06:00:00+00:00,,,,AZAL Azerbaijan Airlines,6338,J26338,AHY6338,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:05:00+00:00,2025-10-28T02:05:00+00:00,,25.0,GYD,UBBB,Heydar Aliyev International (Bina International),2025-10-28T06:00:00+00:00,,,,EgyptAir,9302,MS9302,MSR9302,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:05:00+00:00,2025-10-28T02:05:00+00:00,,25.0,GYD,UBBB,Heydar Aliyev International (Bina International),2025-10-28T06:00:00+00:00,,,,Pakistan International Airlines,5338,PK5338,PIA5338,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:05:00+00:00,2025-10-28T02:05:00+00:00,,25.0,GYD,UBBB,Heydar Aliyev International (Bina International),2025-10-28T06:00:00+00:00,,,,Turkish Airlines,338,TK338,THY338,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:00:00+00:00,2025-10-28T02:00:00+00:00,,,CAI,HECA,Cairo International Airport,2025-10-28T04:19:00+00:00,,,,MNG Airlines,544,MB544,MNB544,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:20:00+00:00,2025-10-28T02:20:00+00:00,,,CAI,HECA,Cairo International Airport,2025-10-28T04:40:00+00:00,,,,Air Serbia,8267,JU8267,ASL8267,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:20:00+00:00,2025-10-28T02:20:00+00:00,,,CAI,HECA,Cairo International Airport,2025-10-28T04:40:00+00:00,,,,LOT - Polish Airlines,4651,LO4651,LOT4651,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:20:00+00:00,2025-10-28T02:20:00+00:00,,,CAI,HECA,Cairo International Airport,2025-10-28T04:40:00+00:00,,,,EgyptAir,9290,MS9290,MSR9290,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T02:20:00+00:00,2025-10-28T02:20:00+00:00,,,CAI,HECA,Cairo International Airport,2025-10-28T04:40:00+00:00,,,,Turkish Airlines,692,TK692,THY692,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:30:00+00:00,2025-10-28T01:30:00+00:00,,,DXB,OMDB,Dubai,2025-10-28T06:50:00+00:00,,,,Royal Brunei Airlines,3603,BI3603,RBA3603,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:30:00+00:00,2025-10-28T01:30:00+00:00,,,DXB,OMDB,Dubai,2025-10-28T06:50:00+00:00,,,,Turkish Airlines,762,TK762,THY762,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:55:00+00:00,2025-10-28T01:55:00+00:00,,,DXB,OMDB,Dubai,2025-10-28T07:20:00+00:00,,,,Emirates,2215,EK2215,UAE2215,2025-10-27 21:33:04
2025-10-28,scheduled,IST,LTFM,Istanbul Airport,2025-10-28T01:55:00+00:00,2025-10-28T01:55:00+00:00,,,DXB,OMDB,Dubai,2025-10-28T07:20:00+00:00,,,,flydubai,756,FZ756,FDB756,2025-10-27 21:33:04
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T01:20:00+00:00,2025-10-27T01:20:00+00:00,2025-10-27T02:02:00+00:00,43.0,VKO,UUWW,Vnukovo,2025-10-27T05:15:00+00:00,2025-10-27T05:38:00+00:00,,23.0,Turkish Airlines,407,TK407,THY1SW,2025-10-27 21:33:04
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T09:30:00+00:00,2025-10-27T09:30:00+00:00,,,EDO,LTFD,Edremit/korfez,2025-10-27T10:35:00+00:00,,,,Turkish Airlines,2260,TK2260,THY3VG,2025-10-27 21:33:04
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T09:30:00+00:00,2025-10-27T09:30:00+00:00,,10.0,TJK,LTAW,Tokat,2025-10-27T11:05:00+00:00,,,,Turkish Airlines,2582,TK2582,THY6FY,2025-10-27 21:33:04
2025-10-27,active,IST,LTBA,Istanbul Airport,2025-10-27T09:50:00+00:00,2025-10-27T09:50:00+00:00,,,ECN,LCEN,Ercan,2025-10-27T10:30:00+00:00,,,,Turkish Airlines,974,TK974,THY7FX,2025-10-27 21:33:04
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:00:00+00:00,2025-10-27T07:00:00+00:00,2025-10-27T07:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:02:00+00:00,,,Air Serbia,8033,JU8033,ASL8033,2025-10-27 21:33:04
2025-10-27,active,IST,LTFM,Istanbul Airport,2025-10-27T07:00:00+00:00,2025-10-27T07:00:00+00:00,2025-10-27T07:13:00+00:00,13.0,ADB,LTBJ,Adnan Menderes Airport,2025-10-27T08:10:00+00:00,2025-10-27T08:02:00+00:00,,,Turkish Airlines,2310,TK2310,THY2310,2025-10-27 21:33:04
